track_name,track_artist,track_popularity,track_album_name,track_album_release_date,playlist_genre,danceability,energy,key,loudness,speechiness,liveness,valence,tempo,duration_ms,popularity_category,tempo_category,loudness_category,release_month
Adelanto,Chris Wandell,46,Adelanto,2019-11-01,rap,0.83,0.633,1,-5.887,0.0404,0.137,0.37,110.038,175170,Medium Popularity,Moderate,Moderate,November
Peleamos Mañana,Jon Z,57,Peleamos Mañana,2019-09-13,rap,0.743,0.695,11,-5.793,0.101,0.105,0.446,133.95,240899,Medium Popularity,Fast,Moderate,September
Kemba Walker,Eladio Carrion,75,Kemba Walker,2019-08-06,rap,0.832,0.59,8,-7.168,0.272,0.123,0.596,146.939,152960,High Popularity,Fast,Moderate,August
Otro Round,Brytiago,57,Otro Round,2019-08-30,rap,0.793,0.699,8,-3.788,0.0492,0.539,0.855,148.03,270907,Medium Popularity,Fast,Loud,August
Hennessy,Neutro Shorty,61,Apokalypsis,2019-07-26,rap,0.715,0.512,1,-7.728,0.183,0.0823,0.384,136.029,229376,High Popularity,Fast,Moderate,July
El Proceso,HANSEL,37,El Proceso,2020-01-02,rap,0.696,0.824,8,-4.458,0.265,0.374,0.686,171.001,301680,Low Popularity,Very Fast,Loud,January
24H,Kidd Keo,69,24H,2019-11-29,rap,0.939,0.686,8,-5.744,0.236,0.114,0.691,96.99,163607,High Popularity,Moderate,Moderate,November
Solo Pienso En Ti (feat. De La Ghetto & Justin Quiles),Paulo Londra,68,Solo Pienso En Ti (feat. De La Ghetto & Justin Quiles),2019-05-14,rap,0.86,0.697,1,-4.727,0.0718,0.159,0.586,129.978,268794,High Popularity,Fast,Loud,May
ODIO,J Balvin,72,OASIS,2019-06-28,rap,0.74,0.698,6,-3.838,0.0388,0.116,0.529,139.99,270400,High Popularity,Fast,Loud,June
Camara Roll,Leebrian,48,Camara Roll,2019-01-22,rap,0.845,0.636,0,-6.772,0.0523,0.123,0.862,125.962,233584,Medium Popularity,Fast,Moderate,January
Ven y Hazlo Tú,Nicky Jam,43,Ven y Hazlo Tú,2019-05-16,rap,0.763,0.695,11,-5.653,0.229,0.341,0.373,128.052,262500,Medium Popularity,Fast,Moderate,May
Por Ley,Anuel AA,65,Por Ley,2019-05-24,rap,0.734,0.834,5,-3.562,0.0676,0.153,0.47,137.959,198315,High Popularity,Fast,Loud,May
Los Que Son,Jamby el Favo,49,Los Que Son,2019-08-16,rap,0.584,0.485,1,-9.608,0.253,0.135,0.405,138.767,166080,Medium Popularity,Fast,Moderate,August
Estamos Arriba,Bad Bunny,72,Estamos Arriba,2019-06-14,rap,0.853,0.818,11,-3.6,0.0922,0.18,0.546,149.839,225694,High Popularity,Fast,Loud,June
Perdoname,Mora,63,Perdoname,2019-07-05,rap,0.888,0.613,8,-4.969,0.187,0.158,0.57,127.062,178583,High Popularity,Fast,Loud,July
La Ocasión,DJ Luian,66,La Ocasión,2018-03-16,rap,0.739,0.627,9,-6.063,0.128,0.477,0.251,134.045,336149,High Popularity,Fast,Moderate,March
Encima De Mi,Rauw Alejandro,63,"Trap Cake, Vol. 1",2019-05-31,rap,0.748,0.619,9,-5.235,0.0601,0.499,0.402,130.055,224308,High Popularity,Fast,Moderate,May
Solita,Ozuna,75,Solita,2018-01-19,rap,0.807,0.633,10,-6.016,0.0929,0.107,0.325,138.038,311726,High Popularity,Fast,Moderate,January
El Día Que Muera,Ñejo,51,El Día Que Muera,2019-06-21,rap,0.835,0.572,9,-5.86,0.244,0.156,0.459,145.914,257556,Medium Popularity,Fast,Moderate,June
Vuelva A Ver - Remix,Dalex,3,Vuelva A Ver (Remix),2019-03-28,rap,0.704,0.592,9,-5.368,0.194,0.802,0.386,159.872,267110,Very Low Popularity,Very Fast,Moderate,March
Dios Bendiga (Remix),Amenazzy,62,Dios Bendiga (Remix),2019-05-10,rap,0.76,0.838,6,-4.347,0.051,0.166,0.863,159.938,241504,High Popularity,Very Fast,Loud,May
Bipolar,Chris Jeday,67,Bipolar,2018-03-07,rap,0.8,0.693,1,-5.72,0.0499,0.123,0.424,152.081,219880,High Popularity,Very Fast,Moderate,March
LHNA (with Anuel AA),RobGz,68,LHNA (with Anuel AA),2019-06-21,rap,0.86,0.731,9,-6.541,0.279,0.113,0.382,137.001,200000,High Popularity,Fast,Moderate,June
Wschód (lubię zapierdalać),Bedoes,67,Opowieści z Doliny Smoków,2019-11-29,rap,0.612,0.683,10,-8.512,0.208,0.626,0.434,143.094,248987,High Popularity,Fast,Moderate,November
flaga,chillwagon,60,chillwagon,2019-12-06,rap,0.743,0.66,7,-8.344,0.283,0.107,0.704,149.945,186839,Medium Popularity,Fast,Moderate,December
LO'REAL,TUZZA Globale,54,OGRODOWA 48,2019-12-19,rap,0.837,0.816,11,-4.378,0.218,0.124,0.425,85.03,214200,Medium Popularity,Slow,Loud,December
NICKI,Trill Pem,66,NICKI,2019-08-08,rap,0.789,0.525,0,-4.323,0.123,0.0958,0.073,137.006,234764,High Popularity,Fast,Loud,August
K4FLE!,Young Multi,57,TRAP AFTER DEATH,2019-12-06,rap,0.862,0.744,10,-3.506,0.158,0.0855,0.636,146.044,190827,Medium Popularity,Fast,Loud,December
Brzydkie rzeczy,Bedoes,64,Brzydkie rzeczy,2019-11-17,rap,0.715,0.592,10,-8.399,0.356,0.153,0.646,155.986,179003,High Popularity,Very Fast,Moderate,November
PLIK,DZIARMA,56,PLIK,2019-12-12,rap,0.797,0.455,8,-9.613,0.226,0.105,0.293,120.054,233867,Medium Popularity,Fast,Moderate,December
rower (joint lover),chillwagon,57,rower (joint lover),2019-12-04,rap,0.766,0.703,0,-9.979,0.26,0.0785,0.767,136.043,266942,Medium Popularity,Fast,Moderate,December
TORBA,Young Multi,49,TORBA,2019-12-01,rap,0.853,0.721,9,-5.954,0.266,0.633,0.7,131.121,194333,Medium Popularity,Fast,Moderate,December
tęczowy music box,chillwagon,59,tęczowy music box,2019-11-15,rap,0.676,0.722,10,-7.643,0.305,0.379,0.839,146.957,172008,Medium Popularity,Fast,Moderate,November
Inny Gatunek,Young Igi,55,Inny Gatunek,2019-10-23,rap,0.842,0.574,4,-7.231,0.112,0.0817,0.44,139.942,196613,Medium Popularity,Fast,Moderate,October
Mona Lisa (prod.Dio Mudara),Malik Montana,57,Mona Lisa (prod.Dio Mudara),2019-09-11,rap,0.798,0.591,8,-9.786,0.135,0.078,0.561,99.954,168000,Medium Popularity,Moderate,Moderate,September
styl,Be Vis,53,styl,2019-11-10,rap,0.828,0.559,10,-10.585,0.241,0.126,0.495,116.678,169771,Medium Popularity,Moderate,Quiet,November
1998 (mam to we krwi),Bedoes,65,1998 (mam to we krwi),2019-11-10,rap,0.721,0.651,1,-7.962,0.41,0.259,0.233,148.744,232133,High Popularity,Fast,Moderate,November
Gwiazda,Mr. Polska,55,Gwiazda,2019-10-04,rap,0.933,0.595,0,-7.618,0.0962,0.219,0.573,125.009,180480,Medium Popularity,Fast,Moderate,October
Skiety & Klapki - Remix,Kabe,62,Skiety & Klapki,2019-09-10,rap,0.972,0.57,3,-9.144,0.372,0.0952,0.91,121.922,185518,High Popularity,Fast,Moderate,September
YSL,Be Vis,50,YSL,2019-12-04,rap,0.759,0.716,5,-5.097,0.0855,0.0968,0.569,120.047,258000,Medium Popularity,Fast,Moderate,December
Mata Montana,Mata,64,Mata Montana,2019-10-04,rap,0.731,0.413,1,-15.149,0.482,0.0666,0.734,156.11,201550,High Popularity,Very Fast,Very Quiet,October
Idealne Połączenie,Young Igi,56,Idealne Połączenie,2019-10-02,rap,0.791,0.531,1,-8.105,0.333,0.0898,0.237,94.415,166484,Medium Popularity,Moderate,Moderate,October
Radość,Tymek,61,Radość,2019-09-06,rap,0.632,0.696,5,-4.77,0.0557,0.338,0.666,155.941,186923,High Popularity,Very Fast,Loud,September
Opowieści z Doliny Smoków,Bedoes,65,Opowieści z Doliny Smoków,2019-10-28,rap,0.548,0.579,10,-7.576,0.323,0.0857,0.284,113.563,197997,High Popularity,Moderate,Moderate,October
BlaBlaCar (feat. Malik Montana),DMN,55,BlaBlaCar (feat. Malik Montana),2019-09-20,rap,0.798,0.663,4,-8.736,0.261,0.112,0.686,166.058,179277,Medium Popularity,Very Fast,Moderate,September
Mogę dziś umierać,White 2115,61,Mogę dziś umierać,2019-06-23,rap,0.843,0.634,3,-7.726,0.0681,0.12,0.604,127.933,170730,High Popularity,Fast,Moderate,June
wowowo - remix,chillwagon,43,wowowo - remix,2019-08-26,rap,0.649,0.659,11,-7.916,0.162,0.119,0.147,144.075,155009,Medium Popularity,Fast,Moderate,August
Apollo,BLACHA,54,Apollo,2019-10-04,rap,0.788,0.673,10,-7.788,0.145,0.0634,0.634,117.552,154267,Medium Popularity,Moderate,Moderate,October
Pamiętnik EX,Young Igi,53,Pamiętnik EX,2019-09-10,rap,0.788,0.748,7,-5.231,0.0668,0.0833,0.758,159.871,170353,Medium Popularity,Very Fast,Moderate,September
Ucieknij ze mną,Żabson,52,Ucieknij ze mną,2019-09-10,rap,0.708,0.7,7,-5.699,0.126,0.123,0.427,170.017,188483,Medium Popularity,Very Fast,Moderate,September
Jesteś ładniejsza niż na zdjęciach (na zawsze),Bedoes,67,Jesteś ładniejsza niż na zdjęciach (na zawsze),2019-10-17,rap,0.685,0.442,1,-10.256,0.0521,0.117,0.204,113.413,215946,High Popularity,Moderate,Quiet,October
Toskania,Kizo,59,Toskania,2019-09-02,rap,0.713,0.686,1,-6.242,0.376,0.118,0.511,123.398,181935,Medium Popularity,Fast,Moderate,September
LECI NOWY FUTURE,Taco Hemingway,64,"POCZTÓWKA Z WWA, LATO '19",2019-07-24,rap,0.713,0.769,0,-6.613,0.0478,0.296,0.876,150.027,219293,High Popularity,Very Fast,Moderate,July
SPORT,Zeamsone,54,SPORT,2019-08-23,rap,0.722,0.508,8,-9.603,0.179,0.102,0.517,158.108,200000,Medium Popularity,Very Fast,Moderate,August
Small Town Boy,Żabson,57,Small Town Boy,2019-08-26,rap,0.75,0.828,5,-3.774,0.0316,0.313,0.838,103.099,213658,Medium Popularity,Moderate,Loud,August
hot coffee,schafter,63,hot coffee,2019-05-24,rap,0.739,0.578,0,-8.561,0.23,0.11,0.5,143.953,174560,High Popularity,Fast,Moderate,May
Chili Hot,Wac Toja,55,Chili Hot,2019-09-12,rap,0.52,0.809,2,-4.623,0.428,0.0654,0.42,89.987,167442,Medium Popularity,Slow,Loud,September
@,chillwagon,46,@,2019-06-17,rap,0.818,0.697,3,-7.945,0.188,0.296,0.805,127.96,255202,Medium Popularity,Fast,Moderate,June
Układanki,Young Igi,60,Układanki,2019-07-16,rap,0.806,0.674,4,-4.224,0.0796,0.104,0.293,134.032,175488,Medium Popularity,Fast,Loud,July
Promienie Słońca,Young Igi,52,Promienie Słońca,2019-08-08,rap,0.788,0.599,6,-5.082,0.123,0.0613,0.66,150.023,176014,Medium Popularity,Very Fast,Moderate,August
Twister,Żabson,56,Twister,2019-08-08,rap,0.631,0.8,0,-4.901,0.116,0.0912,0.426,119.281,211006,Medium Popularity,Moderate,Loud,August
Rainman,Tymek,67,Rainman,2019-05-29,rap,0.802,0.652,8,-5.142,0.356,0.266,0.452,154.035,225982,High Popularity,Very Fast,Moderate,May
Yakuza,Szymi Szyms,56,Yakuza,2019-06-28,rap,0.775,0.605,7,-8.078,0.386,0.165,0.537,150.03,194400,Medium Popularity,Very Fast,Moderate,June
"9 Żyć (feat. Otsochodzi, schafter & PlanBe)",Kubi Producent,51,"9 Żyć (feat. Otsochodzi, schafter & PlanBe)",2019-06-13,rap,0.65,0.626,6,-8.979,0.157,0.122,0.281,142.083,241787,Medium Popularity,Fast,Moderate,June
Jagodzianki (prod.by Abel de Jong),Malik Montana,62,Jagodzianki (prod.by Abel de Jong),2019-04-05,rap,0.957,0.664,9,-10.458,0.283,0.217,0.805,126.986,160630,High Popularity,Fast,Quiet,April
Pomarańczowe Niebo,BLACHA,52,FAMA,2019-06-28,rap,0.742,0.625,0,-8.985,0.267,0.245,0.384,109.877,209646,Medium Popularity,Moderate,Moderate,June
Surfer,Be Vis,65,Surfer,2018-05-17,rap,0.832,0.535,9,-10.714,0.194,0.246,0.556,120.008,155276,High Popularity,Fast,Quiet,May
Biblioteka Trap,Mata,64,Biblioteka Trap,2019-05-20,rap,0.642,0.717,1,-7.342,0.163,0.107,0.156,148.145,215676,High Popularity,Fast,Moderate,May
Mów,Otsochodzi,56,Mów,2019-05-10,rap,0.679,0.673,0,-7.484,0.346,0.246,0.538,143.675,220000,Medium Popularity,Fast,Moderate,May
Sikam Szampan,Mr. Polska,56,Sikam Szampan,2019-05-22,rap,0.933,0.763,9,-9.582,0.0792,0.109,0.798,130.031,148651,Medium Popularity,Fast,Moderate,May
Bonnie & Clyde,BLACHA,48,Bonnie & Clyde,2019-05-10,rap,0.758,0.627,5,-7.264,0.392,0.115,0.258,96.87,174538,Medium Popularity,Moderate,Moderate,May
Oznaka Mężczyzn,Young Igi,47,Oznaka Mężczyzn,2019-03-07,rap,0.766,0.614,5,-8.209,0.154,0.147,0.57,155.992,175385,Medium Popularity,Very Fast,Moderate,March
7 5 0,Malik Montana,56,7 5 0,2019-05-15,rap,0.777,0.509,10,-11.909,0.465,0.172,0.512,161.939,210370,Medium Popularity,Very Fast,Quiet,May
Poza Kontrolą,Tymek,56,Poza Kontrolą,2019-02-07,rap,0.805,0.418,9,-9.677,0.198,0.0765,0.717,126.009,163758,Medium Popularity,Fast,Moderate,February
Worldwide,Otsochodzi,45,Worldwide,2018-12-12,rap,0.79,0.63,6,-6.956,0.101,0.121,0.556,144.983,165517,Medium Popularity,Fast,Moderate,December
"Bad Boy (feat. Beteo, ReTo & Siles)",Kubi Producent,55,"Bad Boy (feat. Beteo, ReTo & Siles)",2018-12-20,rap,0.732,0.71,7,-6.913,0.086,0.092,0.383,96.967,252378,Medium Popularity,Moderate,Moderate,December
Robię Yeah (prod.by FRNKIE),K Koke,57,Robię Yeah (prod.by FRNKIE),2019-01-24,rap,0.718,0.556,11,-10.182,0.31,0.337,0.398,93.96,173617,Medium Popularity,Moderate,Quiet,January
Sezon,Otsochodzi,54,Miłość,2019-02-01,rap,0.805,0.568,6,-8.731,0.293,0.096,0.372,140.023,222857,Medium Popularity,Fast,Moderate,February
San Andreas,Zeamsone,54,777,2018-09-28,rap,0.593,0.867,9,-5.761,0.21,0.107,0.544,159.966,198000,Medium Popularity,Very Fast,Moderate,September
Bestia,Young Igi,48,Bestia,2018-09-21,rap,0.496,0.468,9,-9.015,0.294,0.107,0.365,94.034,197886,Medium Popularity,Moderate,Moderate,September
Porsche,Kukon,55,Piękny ból,2018-09-08,rap,0.703,0.644,9,-6.464,0.13,0.0882,0.291,131.999,240154,Medium Popularity,Fast,Moderate,September
Euforia,Otsochodzi,45,Euforia,2018-09-17,rap,0.761,0.777,8,-5.62,0.139,0.129,0.743,142.116,194789,Medium Popularity,Fast,Moderate,September
Nowy Kolor,Otsochodzi,57,Nowy Kolor,2017-11-24,rap,0.694,0.663,11,-6.882,0.334,0.0906,0.214,154.852,188113,Medium Popularity,Very Fast,Moderate,November
Superman,Kubi Producent,51,Superman,2018-07-13,rap,0.773,0.759,7,-5.889,0.0518,0.119,0.67,154.044,183787,Medium Popularity,Very Fast,Moderate,July
La vida loca,White 2115,44,La vida loca,2018-05-16,rap,0.665,0.614,0,-8.837,0.0381,0.12,0.422,150.082,153617,Medium Popularity,Very Fast,Moderate,May
SWISH,Tyga,73,SWISH,2018-07-25,rap,0.884,0.541,11,-5.608,0.221,0.118,0.274,105.009,194936,High Popularity,Moderate,Moderate,July
Uśmiech,Siles,50,Uśmiech,2018-07-03,rap,0.705,0.622,5,-5.363,0.0764,0.33,0.147,149.968,190658,Medium Popularity,Fast,Moderate,July
Mask Off - Remix,Future,68,Mask Off (Remix),2017-05-23,rap,0.727,0.431,2,-12.007,0.395,0.506,0.223,150.005,257987,High Popularity,Very Fast,Quiet,May
Noc,White 2115,45,Noc,2018-02-14,rap,0.698,0.676,1,-7.143,0.0331,0.32,0.516,94.079,187858,Medium Popularity,Moderate,Moderate,February
Visa,TACONAFIDE,56,"Soma 0,5 mg",2018-04-13,rap,0.786,0.671,1,-6.65,0.175,0.105,0.351,94.992,208296,Medium Popularity,Moderate,Moderate,April
MINIMINI,2K,57,BORuto,2018-03-05,rap,0.71,0.543,6,-9.724,0.172,0.152,0.315,92.113,188152,Medium Popularity,Moderate,Moderate,March
Yelo,C. Tangana,67,Yelo,2020-01-09,rap,0.825,0.669,11,-3.806,0.0348,0.205,0.796,135.044,189357,High Popularity,Fast,Loud,January
Malportau,Big Soto,62,Malportau,2019-12-20,rap,0.903,0.651,6,-5.8,0.16,0.11,0.719,145.015,213471,High Popularity,Fast,Moderate,December
C90 (Remix),John C,78,C90 (Remix),2019-12-18,rap,0.867,0.761,1,-5.1,0.0937,0.0654,0.609,122.952,316000,High Popularity,Fast,Moderate,December
"Polimá Westcoast: Bzrp Music Sessions, Vol. 19",Bizarrap,70,"Polimá Westcoast: Bzrp Music Sessions, Vol. 19",2019-12-03,rap,0.933,0.414,1,-7.997,0.118,0.28,0.447,119.965,150000,High Popularity,Moderate,Moderate,December
FULL ICE (prod. ORODEMBOW),Ysy A,65,HECHO A MANO,2019-11-11,rap,0.744,0.702,2,-4.633,0.0732,0.178,0.487,147.013,160078,High Popularity,Fast,Loud,November
Sake,WE$T DUBAI,63,Sake,2019-12-27,rap,0.971,0.507,0,-7.575,0.222,0.101,0.716,127.039,212688,High Popularity,Fast,Moderate,December
Flashes,ODDLIQUOR,23,Flashes,2020-01-15,rap,0.763,0.573,0,-7.657,0.0419,0.217,0.198,130.004,210462,Low Popularity,Fast,Moderate,January
Criminal,Neo Pistea,65,Criminal,2019-10-03,rap,0.91,0.606,9,-5.029,0.219,0.0803,0.792,140.051,220148,High Popularity,Fast,Moderate,October
Viernes 13,KAKTOV,60,Viernes 13,2019-12-13,rap,0.888,0.569,0,-6.612,0.342,0.136,0.829,150.064,184000,Medium Popularity,Very Fast,Moderate,December
Mentira,Kinder Malo,55,Mentira,2019-12-20,rap,0.652,0.464,4,-5.928,0.0872,0.0919,0.526,139.901,203854,Medium Popularity,Fast,Moderate,December
Goteo,Duki,79,Goteo,2019-08-07,rap,0.473,0.779,1,-3.725,0.0414,0.189,0.438,108.287,164458,High Popularity,Moderate,Loud,August
Ánimo (feat. Duki & Midel),Khea,66,Ánimo (feat. Duki & Midel),2019-11-07,rap,0.817,0.59,0,-4.197,0.095,0.152,0.461,129.997,169846,High Popularity,Fast,Loud,November
Boss,La Zowi,53,Boss,2019-12-10,rap,0.806,0.629,1,-6.341,0.119,0.112,0.225,139.94,150893,Medium Popularity,Fast,Moderate,December
Simón,Yung Sarria,51,Simón,2018-03-21,rap,0.947,0.536,0,-8.74,0.238,0.0453,0.498,135.969,218453,Medium Popularity,Fast,Moderate,March
NI BIEN NI MAL,Bad Bunny,79,X 100PRE,2018-12-23,rap,0.826,0.449,5,-8.33,0.0674,0.273,0.337,128.028,236216,High Popularity,Fast,Moderate,December
Fresko,Bhavi,71,Fresko,2019-10-20,rap,0.856,0.482,3,-8.99,0.0522,0.134,0.431,124.05,201290,High Popularity,Fast,Moderate,October
Tamo Lindo,Pekeño 77,61,Tamo Lindo,2019-09-27,rap,0.761,0.783,5,-1.903,0.187,0.122,0.745,167.898,165722,High Popularity,Very Fast,Loud,September
Plaqtudum - Frijo & Negro Dub Remix,Recayd Mob,45,Plaqtudum (Frijo & Negro Dub Remix),2019-12-13,rap,0.877,0.665,1,-6.116,0.0538,0.232,0.143,122.004,199078,Medium Popularity,Fast,Moderate,December
Buscando,Yung Sarria,42,Buscando,2017-09-09,rap,0.797,0.498,11,-9.742,0.325,0.113,0.653,120.027,242000,Medium Popularity,Fast,Moderate,September
"Aleman: Bzrp Music Sessions, Vol. 15",Bizarrap,77,"Aleman: Bzrp Music Sessions, Vol. 15",2019-09-13,rap,0.813,0.884,2,-4.817,0.119,0.122,0.646,126.892,174178,High Popularity,Fast,Loud,September
DESFILAR MIS PENAS (prod. ASAN),Ysy A,60,HECHO A MANO,2019-11-11,rap,0.758,0.778,8,-4.39,0.0492,0.207,0.837,135.984,151214,Medium Popularity,Fast,Loud,November
Cómo Dímelo,Nicki Nicole,65,Recuerdos,2019-11-08,rap,0.731,0.562,5,-8.384,0.0432,0.196,0.508,138.055,200000,High Popularity,Fast,Moderate,November
NEGOCIANDO POR TIEMPO (prod. SHIGANT-G),Ysy A,55,HECHO A MANO,2019-11-11,rap,0.609,0.706,11,-3.077,0.0624,0.16,0.356,129.6,179034,Medium Popularity,Fast,Loud,November
OTRO CHEKE,Rels B,66,Happy Birthday Flakko,2019-10-17,rap,0.849,0.521,2,-7.087,0.236,0.108,0.623,150.017,180800,High Popularity,Very Fast,Moderate,October
Samurai (feat. Big Soto),Lit Killah,57,Samurai (feat. Big Soto),2019-10-31,rap,0.84,0.665,7,-6.4,0.252,0.0916,0.541,144.89,156123,Medium Popularity,Fast,Moderate,October
A Punta de Espada,Duki,41,A Punta de Espada,2019-10-17,rap,0.8,0.64,8,-4.493,0.0597,0.634,0.493,90.009,202667,Medium Popularity,Moderate,Loud,October
ALMA (prod. 0-600),Ysy A,56,HECHO A MANO,2019-11-11,rap,0.779,0.688,10,-4.905,0.0648,0.0839,0.563,139.84,152553,Medium Popularity,Fast,Loud,November
Gan-Ga,Bryant Myers,74,Gan-Ga,2019-07-26,rap,0.856,0.523,6,-7.5,0.419,0.0895,0.378,89.912,194700,High Popularity,Slow,Moderate,July
A$AP,Dillom,66,A$AP,2019-09-27,rap,0.942,0.808,10,-5.317,0.119,0.0935,0.444,98.978,184242,High Popularity,Moderate,Moderate,September
"¿CÓMO TE VA, QUERIDA?",Rels B,69,Happy Birthday Flakko,2019-10-17,rap,0.929,0.547,4,-6.491,0.143,0.337,0.933,141.97,207957,High Popularity,Fast,Moderate,October
LA LATINA,Rels B,64,LA LATINA,2019-09-18,rap,0.846,0.792,6,-6.453,0.0383,0.0892,0.579,135.998,186823,High Popularity,Fast,Moderate,September
No Creo,Big Soto,55,No Creo,2019-09-27,rap,0.8,0.629,1,-3.998,0.103,0.425,0.37,134.999,208731,Medium Popularity,Fast,Loud,September
Mucha Data,Cazzu,69,Error 93,2019-06-03,rap,0.695,0.522,8,-7.271,0.321,0.0816,0.327,134.979,154066,High Popularity,Fast,Moderate,June
Zigzag,Bhavi,61,Zigzag,2019-07-31,rap,0.897,0.523,0,-6.574,0.108,0.118,0.336,144.978,167238,High Popularity,Fast,Moderate,July
TRAPPERZ A Mafia Da Sicilia (feat. MC Davo & Fuego),Felp 22,63,TRAPPERZ A Mafia Da Sicilia (feat. MC Davo & Fuego),2019-06-21,rap,0.774,0.583,5,-7.717,0.0847,0.153,0.334,89.999,302251,High Popularity,Slow,Moderate,June
No Puedo,Paulo Londra,73,Homerun,2019-05-23,rap,0.792,0.68,5,-5.392,0.119,0.1,0.519,140.041,175029,High Popularity,Fast,Moderate,May
Un Minutito,Aleman,58,Humo en la Trampa,2019-04-20,rap,0.962,0.221,3,-10.071,0.14,0.15,0.656,128.019,186777,Medium Popularity,Fast,Quiet,April
Animal,Eladio Carrion,58,Animal,2019-07-05,rap,0.752,0.64,6,-7.286,0.113,0.126,0.529,116.923,217737,Medium Popularity,Moderate,Moderate,July
Hitboy,Duki,66,Hitboy,2019-06-05,rap,0.812,0.633,8,-6.629,0.107,0.122,0.616,150.009,179204,High Popularity,Very Fast,Moderate,June
Toma,Neutro Shorty,47,Apokalypsis,2019-07-26,rap,0.882,0.574,7,-7.121,0.197,0.159,0.609,134.98,202411,Medium Popularity,Fast,Moderate,July
"Pekeño 77: Bzrp Music Sessions, Vol. 5",Bizarrap,42,"Pekeño 77: Bzrp Music Sessions, Vol. 5",2019-05-27,rap,0.796,0.817,11,-4.291,0.0633,0.344,0.68,129.987,178514,Medium Popularity,Fast,Loud,May
Caro,Bad Bunny,77,X 100PRE,2018-12-23,rap,0.651,0.575,0,-7.739,0.299,0.0961,0.248,160.007,229456,High Popularity,Very Fast,Moderate,December
Todo de Oro,Ysy A,59,Todo de Oro,2019-07-02,rap,0.877,0.481,1,-7.538,0.167,0.0924,0.378,123.979,158741,Medium Popularity,Fast,Moderate,July
La Playa,Myke Towers,79,La Playa,2019-04-09,rap,0.796,0.683,10,-2.754,0.15,0.107,0.353,140.108,207731,High Popularity,Fast,Loud,April
La Clase,Cazzu,61,Error 93,2019-06-03,rap,0.849,0.56,1,-8.573,0.344,0.223,0.299,130.924,267171,High Popularity,Fast,Moderate,June
Calientito Boyz,Young Eiby,36,Calientito Boyz,2019-07-12,rap,0.718,0.529,8,-5.668,0.252,0.222,0.682,82.594,161000,Low Popularity,Slow,Moderate,July
Si No Fue Asi,Midel,55,Si No Fue Asi,2019-06-14,rap,0.71,0.798,5,-3.597,0.0442,0.209,0.503,126.974,185197,Medium Popularity,Fast,Loud,June
Tsunami,Bipo Montana,49,Tsunami,2019-06-21,rap,0.762,0.869,2,-1.009,0.0965,0.0798,0.547,86.011,204318,Medium Popularity,Slow,Loud,June
Me Despierto,Ecko,48,Me Despierto,2019-06-07,rap,0.818,0.664,9,-4.684,0.0463,0.0927,0.729,133.01,185865,Medium Popularity,Fast,Loud,June
Humo en la Trampa,Aleman,67,Humo en la Trampa,2019-04-20,rap,0.917,0.536,11,-9.362,0.289,0.122,0.657,129.011,258354,High Popularity,Fast,Moderate,April
Free Life,K-Y-O,37,Free Life,2019-07-03,rap,0.769,0.487,1,-9.718,0.276,0.118,0.475,139.901,166286,Low Popularity,Fast,Moderate,July
Sigo Fresh,Fuego,61,Sigo Fresh,2019-02-13,rap,0.716,0.562,5,-6.739,0.0641,0.0649,0.58,127.053,190253,High Popularity,Fast,Moderate,February
Osiris,Matstubs,48,Destined,2020-01-07,rap,0.301,0.626,8,-7.418,0.104,0.0895,0.217,82.265,189257,Medium Popularity,Slow,Moderate,January
Eyes Closed,Teri Miko,32,Eyes Closed,2020-01-16,rap,0.399,0.862,8,-4.291,0.417,0.383,0.486,149.263,211000,Low Popularity,Fast,Loud,January
Disconnected,Lucchii,36,Disconnected,2020-01-13,rap,0.512,0.877,5,-5.548,0.574,0.425,0.317,128.224,277500,Low Popularity,Fast,Moderate,January
ANXIETY,KLOUD,42,PRIMAL,2020-01-13,rap,0.519,0.763,1,-6.275,0.0353,0.12,0.105,114.971,221217,Medium Popularity,Moderate,Moderate,January
